-1	0	1	GD_00053	NA's	tot_avail
FB_0433626	265	126	1	44	265	392
FB_0433627	262	126	1	47	262	389
FB_0433631	261	127	1	47	261	389
FB_0433639	126	262	1	47	126	389
FB_0433649	258	161	1	16	258	420
FB_0433654	126	262	1	47	126	389
FB_0434405	160	257	1	18	160	418
FB_0434409	126	261	1	48	126	388
FB_0434424	252	140	1	43	252	393
FB_0434432	131	257	1	47	131	389
FB_0434444	126	262	1	47	126	389
FB_0434449	131	257	1	47	131	389
FB_0434464	262	126	1	47	262	389
FB_0434578	246	189	1	246	189	436
FB_0434582	83	238	1	114	83	322
FB_0435530	71	304	1	60	71	376
FB_0435779	164	271	1	164	271	436
FB_0436465	41	247	145	1	2	433
FB_0436482	219	170	1	46	219	390
FB_0436484	170	219	1	46	170	390
FB_0436492	357	78	1	357	78	436
FB_0436495	199	217	1	19	199	417
FB_0436910	215	173	1	47	215	389
FB_0436912	240	161	1	34	240	402
FB_0436914	215	173	1	47	215	389
FB_0436917	173	215	1	47	173	389
FB_0436919	198	219	1	18	198	418
FB_0436921	219	199	1	17	219	419
FB_0436926	114	318	1	3	114	433
FB_0436927	247	188	1	247	188	436
FB_0436932	217	170	1	48	217	388
FB_0436943	164	236	1	35	164	401
FB_0437642	214	203	1	18	214	418
FB_0437644	171	216	1	48	171	388
FB_0437661	214	203	1	18	214	418
FB_0437662	171	215	1	49	171	387
FB_0437666	170	215	1	50	170	386
FB_0437669	231	100	1	104	231	332
FB_0437687	248	186	1	1	248	435
FB_0438218	199	201	1	35	199	401
FB_0438220	241	193	1	1	241	435
FB_0438222	201	199	1	35	201	401
FB_0438227	83	298	54	1	83	435
FB_0438233	83	298	54	1	83	435
FB_0438351	140	252	1	43	140	393
FB_0438354	179	205	1	51	179	385
FB_0438366	29	404	1	2	29	434
FB_0438849	41	393	1	1	41	435
FB_0438851	25	328	82	1	25	435
FB_0438852	178	205	1	52	178	384
FB_0439059	84	297	54	1	84	435
FB_0439065	54	297	84	1	54	435
FB_0439066	54	297	84	1	54	435
FB_0439071	206	196	1	33	206	403
FB_0439075	54	297	84	1	54	435
FB_0439076	206	196	1	33	206	403
FB_0439088	196	206	1	33	196	403
FB_0439095	207	195	1	33	207	403
FB_0439106	193	242	1	193	242	436
FB_0439327	262	126	1	47	262	389
FB_0439351	126	262	1	47	126	389
FB_0439970	126	262	1	47	126	389
FB_0439971	126	261	1	48	126	388
FB_0439972	259	160	1	16	259	420
FB_0439985	126	261	1	48	126	388
FB_0439991	206	205	1	24	206	412
FB_0440719	208	207	20	1	208	435
FB_0440721	32	301	102	1	32	435
FB_0440723	119	316	1	119	316	436
FB_0441006	31	300	104	1	31	435
FB_0441010	209	207	19	1	209	435
FB_0441015	31	300	104	1	31	435
FB_0441428	56	289	90	1	56	435
FB_0441434	162	253	1	20	162	416
FB_0441636	109	253	1	73	109	363
FB_0441638	155	207	1	73	155	363
FB_0442048	360	70	1	5	360	431
FB_0442329	358	76	1	1	358	435
FB_0442342	359	76	1	359	76	436
FB_0442473	165	248	1	22	165	414
FB_0442475	247	167	1	21	247	415
FB_0442481	166	248	1	21	166	415
FB_0442482	359	76	1	359	76	436
FB_0442963	383	1	52	383	1	436
FB_0442968	391	1	44	391	1	436
FB_0442970	390	1	45	390	1	436
FB_0442972	156	210	63	1	6	429
FB_0443117	69	366	1	69	366	436
FB_0443119	391	41	1	3	391	433
FB_0443127	88	333	1	14	88	422
FB_0443141	87	335	1	13	87	423
FB_0443777	246	189	1	246	189	436
FB_0443789	245	190	1	245	190	436
FB_0443798	69	365	1	1	69	435
FB_0443799	173	242	1	20	173	416
FB_0444432	92	338	1	5	92	431
FB_0444437	63	304	68	1	63	435
FB_0444691	29	172	234	1	29	435
FB_0444693	389	1	46	389	1	436
FB_0444702	200	194	41	1	200	435
FB_0444707	389	1	46	389	1	436
FB_0444714	233	174	28	1	233	435
FB_0445358	35	204	196	1	35	435
FB_0445359	35	203	197	1	35	435
FB_0445360	197	203	35	1	197	435
FB_0445366	233	176	26	1	233	435
FB_0445367	390	1	45	390	1	436
FB_0445931	61	230	144	1	61	435
FB_0445933	62	232	141	1	62	435
FB_0445935	144	230	61	1	144	435
FB_0445938	145	230	60	1	145	435
FB_0445939	145	230	60	1	145	435
FB_0446521	103	329	1	3	103	433
FB_0446904	113	316	1	6	113	430
FB_0446917	312	116	1	7	312	429
FB_0446920	113	316	1	6	113	430
FB_0446921	316	113	1	6	316	430
FB_0447033	249	186	1	249	186	436
FB_0447040	316	113	1	6	316	430
FB_0447050	116	230	1	89	116	347
FB_0447053	118	245	1	72	118	364
FB_0447065	298	124	1	13	298	423
FB_0447351	293	129	1	13	293	423
FB_0447581	238	160	1	37	238	399
FB_0447591	316	116	1	3	316	433
FB_0448111	77	351	1	7	77	429
FB_0448219	141	283	1	11	141	425
FB_0448220	283	141	1	11	283	425
FB_0448914	182	234	19	1	182	435
FB_0449395	160	177	1	98	160	338
FB_0449396	227	208	1	227	208	436
FB_0449998	209	226	1	209	226	436
FB_0450005	226	209	1	226	209	436
FB_0450010	208	227	1	208	227	436
FB_0450019	224	1	211	224	1	436
FB_0450663	224	211	1	224	211	436
FB_0450665	211	224	1	211	224	436
FB_0450669	220	1	215	220	1	436
FB_0450673	217	218	1	217	218	436
FB_0450676	220	1	215	220	1	436
FB_0451008	215	1	220	215	1	436
FB_0451016	216	1	219	216	1	436
FB_0451026	170	259	1	6	170	430
FB_0451346	218	217	1	218	217	436
FB_0451351	219	143	1	73	219	363
FB_0451356	218	143	1	74	218	362
FB_0451368	143	218	1	74	143	362
FB_0452018	218	142	1	75	218	361
FB_0452019	218	142	1	75	218	361
FB_0452022	167	268	1	167	268	436
FB_0452358	152	224	59	1	152	435
FB_0452368	219	216	1	219	216	436
FB_0452371	128	302	5	1	128	435
FB_0452379	5	302	127	1	1	434
FB_0452383	58	224	153	1	58	435
FB_0452407	152	220	59	1	4	431
FB_0452865	220	215	1	220	215	436
FB_0452878	232	201	1	2	232	434
FB_0454637	395	40	1	395	40	436
FB_0454647	234	199	1	2	234	434
FB_0455065	168	254	1	13	168	423
FB_0455073	219	98	1	118	219	318
FB_0455077	75	360	1	75	360	436
FB_0455080	232	201	1	2	232	434
FB_0455789	55	100	279	1	1	434
FB_0455794	236	197	1	2	236	434
FB_0455800	255	168	1	12	255	424
FB_0455806	361	74	1	361	74	436
FB_0455810	361	74	1	361	74	436
FB_0456226	317	117	1	1	317	435
FB_0456228	317	117	1	1	317	435
FB_0456233	226	1	209	226	1	436
FB_0456703	213	187	1	35	213	401
FB_0456724	318	116	1	1	318	435
FB_0456727	214	207	14	1	214	435
FB_0456731	233	200	1	2	233	434
FB_0456732	235	197	1	3	235	433
FB_0456735	211	214	6	1	4	431
FB_0456739	259	176	1	259	176	436
FB_0456743	2	156	277	1	2	435
FB_0457219	115	318	1	2	115	434
FB_0457224	115	319	1	1	115	435
FB_0457225	116	318	1	1	116	435
FB_0457233	318	115	1	2	318	434
FB_0457244	213	222	1	213	222	436
FB_0457262	276	157	1	2	276	434
FB_0457723	154	281	1	154	281	436
FB_0458613	153	280	1	2	153	434
FB_0458614	151	282	1	2	151	434
FB_0458633	281	151	1	3	281	433
FB_0458664	166	174	1	95	166	341
FB_0459441	321	103	1	11	321	425
FB_0459455	113	321	1	1	113	435
FB_0459462	321	113	1	1	321	435
FB_0459468	161	259	1	15	161	421
FB_0460371	222	213	1	222	213	436
FB_0460377	222	166	47	1	222	435
FB_0460384	217	218	1	217	218	436
FB_0461094	244	175	1	16	244	420
FB_0461096	101	334	1	101	334	436
FB_0461097	229	125	1	81	229	355
FB_0461110	82	353	1	82	353	436
FB_0461117	337	56	1	42	337	394
FB_0461119	81	353	1	1	81	435
FB_0461479	176	221	1	38	176	398
FB_0461755	282	150	1	3	282	433
FB_0461758	208	227	1	208	227	436
FB_0461760	226	199	1	10	226	426
FB_0461769	150	282	1	3	150	433
FB_0461770	221	1	214	221	1	436
FB_0461772	246	189	1	246	189	436
FB_0461773	230	112	1	93	230	343
FB_0462357	278	155	1	2	278	434
FB_0462359	224	1	211	224	1	436
FB_0462920	363	71	1	1	363	435
FB_0462931	228	177	1	30	228	406
FB_0462933	114	229	1	92	114	344
FB_0462934	388	47	1	388	47	436
FB_0462943	72	363	1	72	363	436
FB_0462945	387	47	1	1	387	435
FB_0463466	210	225	1	210	225	436
FB_0463467	216	1	219	216	1	436
FB_0464008	216	1	219	216	1	436
FB_0464009	216	1	219	216	1	436
FB_0464018	210	225	1	210	225	436
FB_0464041	213	1	222	213	1	436
FB_0464430	161	229	1	45	161	391
FB_0464433	124	239	1	72	124	364
FB_0464916	149	224	1	62	149	374
FB_0464918	190	245	1	190	245	436
FB_0464920	115	319	1	1	115	435
FB_0464926	190	245	1	190	245	436
FB_0465710	319	116	1	319	116	436
FB_0465713	231	203	1	1	231	435
FB_0465714	319	116	1	319	116	436
FB_0465725	189	246	1	189	246	436
FB_0465726	116	319	1	116	319	436
FB_0465730	246	189	1	246	189	436
FB_0465732	225	83	1	127	225	309
FB_0466092	147	266	1	22	147	414
FB_0466103	6	306	123	1	6	435
FB_0466107	191	242	1	2	191	434
FB_0466109	376	1	59	376	1	436
FB_0466113	201	234	1	201	234	436
FB_0466115	30	345	60	1	30	435
FB_0466123	227	208	1	227	208	436
FB_0466896	106	329	1	106	329	436
FB_0466901	236	188	1	11	236	425
FB_0466917	246	187	1	2	246	434
FB_0467077	229	194	1	12	229	424
FB_0467370	89	212	1	134	89	302
FB_0467373	184	228	1	23	184	413
FB_0467378	115	315	1	5	115	431
FB_0467379	315	116	1	4	315	432
FB_0467387	263	162	1	10	263	426
FB_0467398	10	197	228	1	10	435
FB_0467722	181	242	1	12	181	424
FB_0467734	247	1	188	247	1	436
FB_0468392	223	1	212	223	1	436
FB_0468393	376	1	59	376	1	436
FB_0468399	48	255	131	1	1	434
FB_0468895	24	304	107	1	24	435
FB_0468907	211	136	1	88	211	348
FB_0468911	212	136	1	87	212	349
FB_0468913	348	83	1	4	348	432
FB_0468919	310	125	1	310	125	436
FB_0469340	192	220	1	23	192	413
FB_0469341	150	260	25	1	150	435
FB_0469344	106	306	23	1	106	435
FB_0469345	106	307	22	1	106	435
FB_0469356	376	1	59	376	1	436
FB_0469366	135	213	1	87	135	349
FB_0469367	22	307	106	1	22	435
FB_0469368	66	369	1	66	369	436
FB_0469373	129	242	64	1	129	435
FB_0469786	263	172	1	263	172	436
FB_0469788	24	259	150	1	2	433
FB_0469793	352	81	1	2	352	434
FB_0470609	79	353	1	3	79	433
FB_0470613	170	264	1	1	170	435
FB_0470616	80	353	1	2	80	434
FB_0470617	80	353	1	2	80	434
FB_0470620	212	138	1	85	212	351
FB_0470622	216	178	1	41	216	395
FB_0471065	214	180	1	41	214	395
FB_0471069	179	161	1	95	179	341
FB_0471071	79	354	1	2	79	434
FB_0471072	354	79	1	2	354	434
FB_0471077	180	235	1	20	180	416
FB_0471591	21	260	148	1	6	429
FB_0471598	21	262	142	1	10	425
FB_0471602	127	247	61	1	127	435
FB_0471603	266	169	1	266	169	436
FB_0471604	101	232	101	1	1	434
FB_0472022	371	63	1	1	371	435
FB_0472023	79	354	1	2	79	434
FB_0472029	374	1	61	374	1	436
FB_0472604	165	248	1	22	165	414
FB_0472605	142	208	1	85	142	351
FB_0472612	142	208	1	85	142	351
FB_0473493	42	165	228	1	42	435
FB_0473495	122	205	108	1	122	435
FB_0473496	105	207	123	1	105	435
FB_0473501	108	204	122	1	1	434
FB_0473506	42	165	228	1	42	435
FB_0474177	40	165	230	1	40	435
FB_0474178	99	238	96	1	2	433
FB_0474189	230	165	40	1	230	435
FB_0474192	230	165	40	1	230	435
FB_0474195	250	184	1	1	250	435
FB_0474197	184	250	1	1	184	435
FB_0474199	249	185	1	1	249	435
FB_0474201	185	250	1	185	250	436
FB_0475045	230	166	39	1	230	435
FB_0475051	249	185	1	1	249	435
FB_0475059	190	227	1	18	190	418
FB_0475647	116	312	1	7	116	429
FB_0475668	186	248	1	1	186	435
FB_0475987	141	209	1	85	141	351
FB_0475998	141	209	1	85	141	351
FB_0476291	115	311	1	9	115	427
FB_0476515	311	114	1	10	311	426
FB_0476519	338	82	1	15	338	421
FB_0476523	43	158	231	1	3	432
FB_0476526	57	348	30	1	57	435
FB_0477196	1	272	162	1	1	435
FB_0477197	311	115	1	9	311	427
FB_0477200	116	309	1	10	116	426
FB_0477201	162	270	2	1	1	434
FB_0477203	83	337	1	15	83	421
FB_0477914	340	79	1	16	340	420
FB_0477927	79	341	1	15	79	421
FB_0477932	341	79	1	15	341	421
FB_0478223	402	33	1	402	33	436
FB_0478224	364	71	1	364	71	436
FB_0478225	176	213	1	46	176	390
FB_0478236	213	176	1	46	213	390
FB_0479161	43	392	1	43	392	436
FB_0479162	301	121	1	13	301	423
FB_0479183	403	32	1	403	32	436
FB_0479716	19	286	130	1	19	435
FB_0479723	19	286	130	1	19	435
FB_0479724	43	392	1	43	392	436
FB_0479727	104	331	1	104	331	436
FB_0479731	391	44	1	391	44	436
FB_0479732	391	44	1	391	44	436
FB_0479737	331	104	1	331	104	436
FB_0480259	310	113	1	12	310	424
FB_0480264	44	156	235	1	44	435
FB_0480275	77	342	1	16	77	420
FB_0480282	299	41	1	95	299	341
FB_0480287	342	76	1	17	342	419
FB_0480288	92	303	40	1	92	435
FB_0480730	44	156	235	1	44	435
FB_0480732	77	342	1	16	77	420
FB_0480741	45	157	233	1	45	435
FB_0480754	44	156	235	1	44	435
FB_0480759	113	311	1	11	113	425
FB_0481017	374	1	61	374	1	436
FB_0481284	340	80	1	15	340	421
FB_0481285	42	193	199	1	1	434
FB_0481301	158	276	1	1	158	435
FB_0481306	243	190	1	2	243	434
FB_0481309	42	159	234	1	42	435
FB_0481312	235	157	42	1	1	434
FB_0481315	40	273	122	1	40	435
FB_0481505	179	210	1	46	179	390
FB_0481522	127	277	19	1	12	423
FB_0481537	365	70	1	365	70	436
FB_0481538	363	72	1	363	72	436
FB_0482208	110	306	1	19	110	417
FB_0482224	313	111	1	11	313	425
FB_0482226	78	342	1	15	78	421
FB_0482230	1	275	159	1	1	435
FB_0482637	40	303	92	1	40	435
FB_0482647	40	303	92	1	40	435
FB_0482662	91	302	42	1	91	435
FB_0482830	371	1	64	371	1	436
FB_0482849	172	241	1	22	172	414
FB_0482859	169	245	1	21	169	415
FB_0483064	65	300	70	1	65	435
FB_0483284	65	300	70	1	65	435
FB_0483831	24	137	274	1	24	435
FB_0483840	379	1	56	379	1	436
FB_0484398	379	1	56	379	1	436
FB_0484405	88	313	34	1	88	435
FB_0485376	347	88	1	347	88	436
FB_0485378	39	274	122	1	39	435
FB_0485385	122	272	37	1	4	431
FB_0485717	256	179	1	256	179	436
FB_0486156	126	271	38	1	126	435
FB_0486161	85	350	1	85	350	436
FB_0486742	181	254	1	181	254	436
FB_0486750	73	347	1	15	73	421
FB_0486765	251	183	1	1	251	435
FB_0487035	174	261	1	174	261	436
FB_0487042	404	31	1	404	31	436
FB_0487044	33	315	87	1	33	435
FB_0487045	271	140	24	1	271	435
FB_0487049	297	136	1	2	297	434
FB_0487051	33	315	87	1	33	435
FB_0487268	375	1	60	375	1	436
FB_0487276	164	250	1	21	164	415
FB_0487281	250	163	1	22	250	414
FB_0487282	45	355	1	35	45	401
FB_0487462	403	32	1	403	32	436
FB_0487486	84	351	1	84	351	436
FB_0487487	70	299	66	1	70	435
FB_0487488	83	351	1	1	83	435
FB_0487500	67	207	149	1	12	423
FB_0487698	241	104	1	90	241	346
FB_0487702	241	194	1	241	194	436
FB_0487706	194	241	1	194	241	436
FB_0487722	241	194	1	241	194	436
FB_0488794	60	227	147	1	1	434
FB_0488795	191	213	1	31	191	405
FB_0488798	191	215	1	29	191	407
FB_0489250	62	224	149	1	62	435
FB_0489251	94	341	1	94	341	436
FB_0489260	238	180	1	17	238	419
FB_0489265	61	224	149	1	1	434
FB_0489266	149	224	61	1	1	434
FB_0489282	149	224	62	1	149	435
FB_0489514	214	188	1	33	214	403
FB_0489517	160	206	1	69	160	367
FB_0489530	390	42	1	3	390	433
FB_0489674	223	113	1	99	223	337
FB_0489772	37	315	83	1	37	435
FB_0489774	82	346	1	7	82	429
FB_0489775	31	404	1	31	404	436
FB_0489789	216	218	1	1	216	435
FB_0489795	404	31	1	404	31	436
FB_0490067	35	315	83	1	2	433
FB_0490085	123	227	83	1	2	433
FB_0490927	372	63	1	372	63	436
FB_0490928	373	1	62	373	1	436
FB_0490930	111	196	128	1	111	435
FB_0490931	18	289	128	1	18	435
FB_0491261	317	105	1	13	317	423
FB_0492190	20	147	268	1	20	435
FB_0492193	62	304	69	1	62	435
FB_0492194	243	175	1	17	243	419
FB_0492208	308	125	2	1	308	435
FB_0492218	394	41	1	394	41	436
FB_0492220	172	263	1	172	263	436
FB_0492225	268	147	20	1	268	435
FB_0493175	350	85	1	350	85	436
FB_0493179	215	199	1	21	215	415
FB_0493180	104	214	117	1	104	435
FB_0493182	375	1	60	375	1	436
FB_0493186	172	263	1	172	263	436
FB_0493187	66	230	139	1	66	435
FB_0493192	64	371	1	64	371	436
FB_0493193	311	122	2	1	311	435
FB_0493196	225	1	210	225	1	436
FB_0493526	372	1	63	372	1	436
FB_0493532	348	87	1	348	87	436
FB_0493534	294	139	1	2	294	434
FB_0493535	35	315	85	1	35	435
FB_0494250	241	177	1	17	241	419
FB_0494999	214	1	221	214	1	436
FB_0495002	244	175	1	16	244	420
FB_0495004	197	204	1	34	197	402
FB_0495005	214	1	221	214	1	436
FB_0495006	202	199	1	34	202	402
FB_0495014	191	174	1	70	191	366
FB_0495016	42	183	210	1	42	435
FB_0495018	231	181	1	23	231	413
FB_0495616	228	183	1	24	228	412
FB_0495625	371	1	64	371	1	436
FB_0495649	169	199	67	1	169	435
FB_0495942	182	230	1	23	182	413
FB_0495949	232	181	1	22	232	414
FB_0495951	183	230	1	22	183	414
FB_0495955	183	230	1	22	183	414
FB_0495964	176	226	33	1	176	435
FB_0495972	43	182	210	1	43	435
FB_0495984	146	279	1	10	146	426
FB_0496336	185	228	1	22	185	414
FB_0496337	185	228	1	22	185	414
FB_0496338	178	244	1	13	178	423
FB_0496340	228	185	1	22	228	414
FB_0496343	185	228	1	22	185	414
FB_0496348	185	228	1	22	185	414
FB_0497066	169	197	1	69	169	367
FB_0497067	174	247	1	14	174	422
FB_0497074	276	149	1	10	276	426
FB_0497077	188	226	1	21	188	415
FB_0497082	374	61	1	374	61	436
FB_0497566	36	244	154	1	1	434
FB_0497856	343	90	1	2	343	434
FB_0497867	85	348	1	2	85	434
FB_0498491	228	185	1	22	228	414
FB_0498492	83	223	128	1	1	434
FB_0498497	128	224	83	1	128	435
FB_0498500	219	136	1	80	219	356
FB_0499610	242	193	1	242	193	436
FB_0499624	209	177	1	49	209	387
FB_0499629	185	216	1	34	185	402
FB_0499635	245	186	1	4	245	432
FB_0499639	65	370	1	65	370	436
FB_0500911	392	43	1	392	43	436
FB_0500921	348	83	1	4	348	432
FB_0501805	207	228	1	207	228	436
FB_0501806	213	184	38	1	213	435
FB_0501809	198	202	1	35	198	401
FB_0501810	198	167	1	70	198	366
FB_0501816	231	184	1	20	231	416
FB_0502400	208	190	37	1	208	435
FB_0502401	209	189	37	1	209	435
FB_0502408	228	192	1	15	228	421
FB_0502410	209	156	1	70	209	366
FB_0502932	191	230	1	14	191	422
FB_0502933	231	190	1	14	231	422
FB_0502948	397	37	1	1	397	435
FB_0502949	37	398	1	37	398	436
FB_0502952	190	231	1	14	190	422
FB_0502954	398	37	1	398	37	436
FB_0503320	176	227	1	32	176	404
FB_0503322	195	207	1	33	195	403
FB_0503323	232	199	1	4	232	432
FB_0503332	216	1	219	216	1	436
FB_0503334	179	241	1	15	179	421
FB_0503335	200	231	1	4	200	432
FB_0503611	50	251	134	1	50	435
FB_0503613	169	218	1	48	169	388
FB_0503614	169	218	1	48	169	388
FB_0503622	375	1	60	375	1	436
FB_0503627	50	251	134	1	50	435
FB_0503640	134	251	50	1	134	435
FB_0503983	230	182	1	23	230	413
FB_0503998	231	200	1	4	231	432
FB_0504009	191	209	1	35	191	401
FB_0504011	231	200	1	4	231	432
FB_0504436	95	300	40	1	95	435
FB_0504437	40	299	96	1	40	435
FB_0504444	98	330	7	1	98	435
FB_0505183	103	217	1	115	103	321
FB_0505185	103	217	1	115	103	321
FB_0505187	230	191	1	14	230	422
FB_0505306	223	187	1	25	223	411
FB_0505329	223	187	1	25	223	411
FB_0505337	344	91	1	344	91	436
FB_0505541	222	187	1	26	222	410
FB_0505555	252	182	1	1	252	435
FB_0506601	85	310	40	1	85	435
FB_0506611	319	116	1	319	116	436
FB_0506616	150	244	1	41	150	395
FB_0507142	254	181	1	254	181	436
FB_0507616	242	1	193	242	1	436
FB_0507619	241	1	194	241	1	436
FB_0507628	227	1	208	227	1	436
FB_0507630	241	1	194	241	1	436
FB_0507632	241	1	194	241	1	436
FB_0508582	233	1	202	233	1	436
FB_0508590	236	1	199	236	1	436
FB_0508594	236	1	199	236	1	436
FB_0508599	234	1	201	234	1	436
FB_0508639	226	140	1	69	226	367
FB_0508640	140	226	1	69	140	367
FB_0509149	184	206	1	45	184	391
FB_0509152	137	202	1	96	137	340
FB_0509160	385	50	1	385	50	436
FB_0509750	222	1	213	222	1	436
FB_0509752	364	1	71	364	1	436
FB_0509863	223	1	212	223	1	436
FB_0509864	223	1	212	223	1	436
FB_0510256	360	1	75	360	1	436
FB_0510270	321	114	1	321	114	436
FB_0510271	236	1	199	236	1	436
FB_0510273	219	1	216	219	1	436
FB_0510280	242	148	1	45	242	391
FB_0510353	235	185	1	15	235	421
FB_0510359	232	1	203	232	1	436
FB_0510361	236	183	1	16	236	420
FB_0510362	236	139	60	1	236	435
FB_0510363	237	183	1	15	237	421
FB_0510368	183	236	1	16	183	420
FB_0510370	114	320	1	1	114	435
FB_0510372	187	213	1	35	187	401
FB_0510712	234	186	1	15	234	421
FB_0510714	233	187	1	15	233	421
FB_0510715	62	142	230	1	1	434
FB_0510716	231	1	204	231	1	436
FB_0510724	186	234	1	15	186	421
FB_0510764	183	233	1	19	183	417
FB_0511284	32	265	138	1	32	435
FB_0512515	243	105	1	87	243	349
FB_0512516	246	106	1	83	246	353
FB_0512519	222	1	213	222	1	436
FB_0513152	219	194	1	22	219	414
FB_0513157	232	190	1	13	232	423
FB_0513160	103	246	1	86	103	350
FB_0513161	198	237	1	198	237	436
FB_0513165	233	1	202	233	1	436
FB_0513171	152	234	1	49	152	387
FB_0513181	364	1	71	364	1	436
FB_0513187	307	120	1	8	307	428
FB_0513956	228	1	207	228	1	436
FB_0513966	223	1	212	223	1	436
FB_0514188	196	239	1	196	239	436
FB_0514189	88	255	92	1	88	435
FB_0514203	92	254	89	1	92	435
FB_0514810	136	237	1	62	136	374
FB_0514811	248	157	1	30	248	406
FB_0514812	245	125	1	65	245	371
FB_0514815	79	355	1	1	79	435
FB_0514816	226	179	1	30	226	406
FB_0514826	134	241	1	60	134	376
FB_0515428	89	257	87	1	2	433
FB_0515431	88	257	89	1	1	434
FB_0515435	227	179	1	29	227	407
FB_0515442	121	273	41	1	121	435
FB_0515444	127	217	91	1	127	435
FB_0515445	23	194	217	1	1	434
FB_0515934	3	193	239	1	3	435
FB_0515937	125	310	1	125	310	436
FB_0515938	172	253	1	10	172	426
FB_0515956	3	194	238	1	3	435
FB_0515961	239	132	1	64	239	372
FB_0515965	307	128	1	307	128	436
FB_0516380	198	236	1	1	198	435
FB_0516384	105	294	36	1	105	435
FB_0516385	140	260	35	1	140	435
FB_0516386	32	263	140	1	32	435
FB_0516392	198	236	1	1	198	435
FB_0516397	237	198	1	237	198	436
FB_0516399	217	174	1	44	217	392
FB_0516970	154	281	1	154	281	436
FB_0516982	188	224	1	23	188	413
FB_0517256	258	167	1	10	258	426
FB_0518011	157	262	1	16	157	420
FB_0518012	241	124	1	70	241	366
FB_0518016	262	157	1	16	262	420
FB_0518032	127	228	1	80	127	356
FB_0518713	119	309	7	1	119	435
FB_0518719	7	309	119	1	7	435
FB_0518723	118	309	7	1	1	434
FB_0518727	119	307	9	1	119	435
FB_0519392	7	308	120	1	7	435
FB_0519395	192	237	4	1	2	433
FB_0519397	197	238	1	197	238	436
FB_0519398	2	158	275	1	2	435
FB_0519403	120	308	7	1	120	435
FB_0519418	43	263	128	1	1	434
FB_0519428	120	313	1	2	120	434
FB_0519976	157	201	1	77	157	359
FB_0519985	276	157	2	1	276	435
FB_0519986	238	196	1	1	238	435
FB_0519988	129	253	52	1	1	434
FB_0521105	169	203	49	1	14	421
FB_0522112	25	188	222	1	25	435
FB_0522930	154	203	1	78	154	358
FB_0522934	51	215	169	1	51	435
FB_0522937	203	154	1	78	203	358
FB_0522939	194	241	1	194	241	436
FB_0522941	82	352	1	1	82	435
FB_0523626	52	213	170	1	52	435
FB_0524740	156	206	1	73	156	363
FB_0524741	206	156	1	73	206	363
FB_0524745	156	206	1	73	156	363
FB_0524762	101	235	98	1	1	434
FB_0524775	98	236	101	1	98	435
FB_0524777	156	206	1	73	156	363
FB_0525277	207	155	1	73	207	363
FB_0525286	155	208	1	72	155	364
FB_0525289	155	207	1	73	155	363
FB_0526085	226	1	209	226	1	436
FB_0526105	226	1	209	226	1	436
FB_0526347	226	1	209	226	1	436
FB_0526748	236	96	1	103	236	333
FB_0526754	193	242	1	193	242	436
FB_0528089	52	381	1	2	52	434
FB_0528097	403	32	1	403	32	436
FB_0528100	52	379	4	1	52	435
FB_0528607	4	379	52	1	4	435
FB_0528609	190	244	1	1	190	435
FB_0528610	242	126	66	1	1	434
FB_0528611	32	403	1	32	403	436
FB_0528613	210	211	1	14	210	422
FB_0528620	4	379	52	1	4	435
FB_0528626	34	351	50	1	34	435
FB_0528781	226	151	1	58	226	378
FB_0528783	184	212	1	39	184	397
FB_0528787	31	288	116	1	31	435
FB_0528789	178	257	1	178	257	436
FB_0528794	151	226	1	58	151	378
FB_0529522	208	212	1	15	208	421
FB_0529680	3	269	163	1	3	435
FB_0530049	216	1	219	216	1	436
FB_0530052	213	1	222	213	1	436
FB_0530061	213	1	222	213	1	436
FB_0530079	214	1	221	214	1	436
FB_0530627	241	193	1	1	241	435
FB_0530628	196	239	1	196	239	436
FB_0530651	158	277	1	158	277	436
FB_0530654	239	196	1	239	196	436
FB_0531224	215	217	1	3	215	433
FB_0531228	378	45	1	12	378	424
FB_0531233	287	137	1	11	287	425
FB_0531416	202	187	1	46	202	390
