EV_Eve1_R422	FB_0000011	FB_0000517	FB_0000521	FB_0000529	FB_0000582	FB_0000870	FB_0000880	FB_0000978	FB_0000981	FB_0000984	FB_0000986	FB_0000988	FB_0000989	FB_0000993	FB_0000996	FB_0001462	FB_0001465	FB_0001467	FB_0001468	FB_0001475	FB_0002378	FB_0002632	FB_0002636	FB_0002637	FB_0002639	FB_0002649	FB_0002653	FB_0003079	FB_0003096	FB_0003104	FB_0003106	FB_0003107	FB_0003114	FB_0003118	FB_0003482	FB_0003485	FB_0003489	FB_0003490	FB_0003491	FB_0004014	FB_0004016	FB_0004019	FB_0004037	FB_0004038	FB_0004046	FB_0004993	FB_0005006	FB_0005008	FB_0005457	FB_0005458	FB_0005460	FB_0005956	FB_0005957	FB_0005958	FB_0005963	FB_0005966	FB_0005974	FB_0005980	FB_0007370	FB_0007375	FB_0007388	FB_0007623	FB_0007625	FB_0007631	FB_0007637	FB_0008274	FB_0008287	FB_0008291	FB_0008294	FB_0008612	FB_0008635	FB_0008637	FB_0009203	FB_0009209	FB_0009214	FB_0009218	FB_0009219	FB_0009220	FB_0009237	FB_0009256	FB_0009745	FB_0009751	FB_0009753	FB_0009773	FB_0010446	FB_0010458	FB_0010475	FB_0010610	FB_0010613	FB_0010620	FB_0010622	FB_0010624	FB_0010626	FB_0010630	FB_0011059	FB_0011074	FB_0011075	FB_0011077	(Other)
FuxPi_89	2651	3725	2605	1558	2651	3725	2605	1558	2651	3725	2605	1558	2651	3725	2605	1558	2651	3725	2605	1558	2651	3725	2605	1558	2651	3725	2605	1558	2651	3725	2605	1558	2651	3725	2605	1558	2651	3725	2605	1558	2651	3725	2605	1558	2651	3725	2605	1558	2651	3725	2605	1558	2651	3725	2605	1558	2651	3725	2605	1558	2651	3725	2605	1558	2651	3725	2605	1558	2651	3725	2605	1558	2651	3725	2605	1558	2651	3725	2605	1558	2651	3725	2605	1558	2651	3725	2605	1558	2651	3725	2605	1558	2651	3725	2605	1558	2651	3725	2605	1558
FuxPi_9	3011	4073	2911	544	3011	4073	2911	544	3011	4073	2911	544	3011	4073	2911	544	3011	4073	2911	544	3011	4073	2911	544	3011	4073	2911	544	3011	4073	2911	544	3011	4073	2911	544	3011	4073	2911	544	3011	4073	2911	544	3011	4073	2911	544	3011	4073	2911	544	3011	4073	2911	544	3011	4073	2911	544	3011	4073	2911	544	3011	4073	2911	544	3011	4073	2911	544	3011	4073	2911	544	3011	4073	2911	544	3011	4073	2911	544	3011	4073	2911	544	3011	4073	2911	544	3011	4073	2911	544	3011	4073	2911	544
FuxPi_92	2702	4646	2616	575	2702	4646	2616	575	2702	4646	2616	575	2702	4646	2616	575	2702	4646	2616	575	2702	4646	2616	575	2702	4646	2616	575	2702	4646	2616	575	2702	4646	2616	575	2702	4646	2616	575	2702	4646	2616	575	2702	4646	2616	575	2702	4646	2616	575	2702	4646	2616	575	2702	4646	2616	575	2702	4646	2616	575	2702	4646	2616	575	2702	4646	2616	575	2702	4646	2616	575	2702	4646	2616	575	2702	4646	2616	575	2702	4646	2616	575	2702	4646	2616	575	2702	4646	2616	575	2702	4646	2616	575
FuxPi_93	2743	4349	2684	763	2743	4349	2684	763	2743	4349	2684	763	2743	4349	2684	763	2743	4349	2684	763	2743	4349	2684	763	2743	4349	2684	763	2743	4349	2684	763	2743	4349	2684	763	2743	4349	2684	763	2743	4349	2684	763	2743	4349	2684	763	2743	4349	2684	763	2743	4349	2684	763	2743	4349	2684	763	2743	4349	2684	763	2743	4349	2684	763	2743	4349	2684	763	2743	4349	2684	763	2743	4349	2684	763	2743	4349	2684	763	2743	4349	2684	763	2743	4349	2684	763	2743	4349	2684	763	2743	4349	2684	763
FuxPi_94	2867	4064	2851	757	2867	4064	2851	757	2867	4064	2851	757	2867	4064	2851	757	2867	4064	2851	757	2867	4064	2851	757	2867	4064	2851	757	2867	4064	2851	757	2867	4064	2851	757	2867	4064	2851	757	2867	4064	2851	757	2867	4064	2851	757	2867	4064	2851	757	2867	4064	2851	757	2867	4064	2851	757	2867	4064	2851	757	2867	4064	2851	757	2867	4064	2851	757	2867	4064	2851	757	2867	4064	2851	757	2867	4064	2851	757	2867	4064	2851	757	2867	4064	2851	757	2867	4064	2851	757	2867	4064	2851	757
FuxPi_95	2843	4256	2784	656	2843	4256	2784	656	2843	4256	2784	656	2843	4256	2784	656	2843	4256	2784	656	2843	4256	2784	656	2843	4256	2784	656	2843	4256	2784	656	2843	4256	2784	656	2843	4256	2784	656	2843	4256	2784	656	2843	4256	2784	656	2843	4256	2784	656	2843	4256	2784	656	2843	4256	2784	656	2843	4256	2784	656	2843	4256	2784	656	2843	4256	2784	656	2843	4256	2784	656	2843	4256	2784	656	2843	4256	2784	656	2843	4256	2784	656	2843	4256	2784	656	2843	4256	2784	656	2843	4256	2784	656
FuxPi_97	2462	5033	2457	587	2462	5033	2457	587	2462	5033	2457	587	2462	5033	2457	587	2462	5033	2457	587	2462	5033	2457	587	2462	5033	2457	587	2462	5033	2457	587	2462	5033	2457	587	2462	5033	2457	587	2462	5033	2457	587	2462	5033	2457	587	2462	5033	2457	587	2462	5033	2457	587	2462	5033	2457	587	2462	5033	2457	587	2462	5033	2457	587	2462	5033	2457	587	2462	5033	2457	587	2462	5033	2457	587	2462	5033	2457	587	2462	5033	2457	587	2462	5033	2457	587	2462	5033	2457	587	2462	5033	2457	587
FuxPi_99	2716	4414	2655	754	2716	4414	2655	754	2716	4414	2655	754	2716	4414	2655	754	2716	4414	2655	754	2716	4414	2655	754	2716	4414	2655	754	2716	4414	2655	754	2716	4414	2655	754	2716	4414	2655	754	2716	4414	2655	754	2716	4414	2655	754	2716	4414	2655	754	2716	4414	2655	754	2716	4414	2655	754	2716	4414	2655	754	2716	4414	2655	754	2716	4414	2655	754	2716	4414	2655	754	2716	4414	2655	754	2716	4414	2655	754	2716	4414	2655	754	2716	4414	2655	754	2716	4414	2655	754	2716	4414	2655	754
FxPL_Fuji_y	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15	2893	4807	2824	15
FxPL_Pink Lady_x	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230
FxPL_1	2836	4043	2776	884	2836	4043	2776	884	2836	4043	2776	884	2836	4043	2776	884	2836	4043	2776	884	2836	4043	2776	884	2836	4043	2776	884	2836	4043	2776	884	2836	4043	2776	884	2836	4043	2776	884	2836	4043	2776	884	2836	4043	2776	884	2836	4043	2776	884	2836	4043	2776	884	2836	4043	2776	884	2836	4043	2776	884	2836	4043	2776	884	2836	4043	2776	884	2836	4043	2776	884	2836	4043	2776	884	2836	4043	2776	884	2836	4043	2776	884	2836	4043	2776	884	2836	4043	2776	884	2836	4043	2776	884
FxPL_10	2780	4152	2683	924	2780	4152	2683	924	2780	4152	2683	924	2780	4152	2683	924	2780	4152	2683	924	2780	4152	2683	924	2780	4152	2683	924	2780	4152	2683	924	2780	4152	2683	924	2780	4152	2683	924	2780	4152	2683	924	2780	4152	2683	924	2780	4152	2683	924	2780	4152	2683	924	2780	4152	2683	924	2780	4152	2683	924	2780	4152	2683	924	2780	4152	2683	924	2780	4152	2683	924	2780	4152	2683	924	2780	4152	2683	924	2780	4152	2683	924	2780	4152	2683	924	2780	4152	2683	924	2780	4152	2683	924
FxPL_11	2789	4417	2673	660	2789	4417	2673	660	2789	4417	2673	660	2789	4417	2673	660	2789	4417	2673	660	2789	4417	2673	660	2789	4417	2673	660	2789	4417	2673	660	2789	4417	2673	660	2789	4417	2673	660	2789	4417	2673	660	2789	4417	2673	660	2789	4417	2673	660	2789	4417	2673	660	2789	4417	2673	660	2789	4417	2673	660	2789	4417	2673	660	2789	4417	2673	660	2789	4417	2673	660	2789	4417	2673	660	2789	4417	2673	660	2789	4417	2673	660	2789	4417	2673	660	2789	4417	2673	660	2789	4417	2673	660
FxPL_12	2738	4280	2672	849	2738	4280	2672	849	2738	4280	2672	849	2738	4280	2672	849	2738	4280	2672	849	2738	4280	2672	849	2738	4280	2672	849	2738	4280	2672	849	2738	4280	2672	849	2738	4280	2672	849	2738	4280	2672	849	2738	4280	2672	849	2738	4280	2672	849	2738	4280	2672	849	2738	4280	2672	849	2738	4280	2672	849	2738	4280	2672	849	2738	4280	2672	849	2738	4280	2672	849	2738	4280	2672	849	2738	4280	2672	849	2738	4280	2672	849	2738	4280	2672	849	2738	4280	2672	849	2738	4280	2672	849
FxPL_13	2798	4249	2657	835	2798	4249	2657	835	2798	4249	2657	835	2798	4249	2657	835	2798	4249	2657	835	2798	4249	2657	835	2798	4249	2657	835	2798	4249	2657	835	2798	4249	2657	835	2798	4249	2657	835	2798	4249	2657	835	2798	4249	2657	835	2798	4249	2657	835	2798	4249	2657	835	2798	4249	2657	835	2798	4249	2657	835	2798	4249	2657	835	2798	4249	2657	835	2798	4249	2657	835	2798	4249	2657	835	2798	4249	2657	835	2798	4249	2657	835	2798	4249	2657	835	2798	4249	2657	835	2798	4249	2657	835
FxPL_14	2687	4341	2654	857	2687	4341	2654	857	2687	4341	2654	857	2687	4341	2654	857	2687	4341	2654	857	2687	4341	2654	857	2687	4341	2654	857	2687	4341	2654	857	2687	4341	2654	857	2687	4341	2654	857	2687	4341	2654	857	2687	4341	2654	857	2687	4341	2654	857	2687	4341	2654	857	2687	4341	2654	857	2687	4341	2654	857	2687	4341	2654	857	2687	4341	2654	857	2687	4341	2654	857	2687	4341	2654	857	2687	4341	2654	857	2687	4341	2654	857	2687	4341	2654	857	2687	4341	2654	857	2687	4341	2654	857
FxPL_15	2630	4491	2548	870	2630	4491	2548	870	2630	4491	2548	870	2630	4491	2548	870	2630	4491	2548	870	2630	4491	2548	870	2630	4491	2548	870	2630	4491	2548	870	2630	4491	2548	870	2630	4491	2548	870	2630	4491	2548	870	2630	4491	2548	870	2630	4491	2548	870	2630	4491	2548	870	2630	4491	2548	870	2630	4491	2548	870	2630	4491	2548	870	2630	4491	2548	870	2630	4491	2548	870	2630	4491	2548	870	2630	4491	2548	870	2630	4491	2548	870	2630	4491	2548	870	2630	4491	2548	870	2630	4491	2548	870
FxPL_16	2756	4143	2627	1013	2756	4143	2627	1013	2756	4143	2627	1013	2756	4143	2627	1013	2756	4143	2627	1013	2756	4143	2627	1013	2756	4143	2627	1013	2756	4143	2627	1013	2756	4143	2627	1013	2756	4143	2627	1013	2756	4143	2627	1013	2756	4143	2627	1013	2756	4143	2627	1013	2756	4143	2627	1013	2756	4143	2627	1013	2756	4143	2627	1013	2756	4143	2627	1013	2756	4143	2627	1013	2756	4143	2627	1013	2756	4143	2627	1013	2756	4143	2627	1013	2756	4143	2627	1013	2756	4143	2627	1013	2756	4143	2627	1013	2756	4143	2627	1013
FxPL_17	2595	4491	2554	899	2595	4491	2554	899	2595	4491	2554	899	2595	4491	2554	899	2595	4491	2554	899	2595	4491	2554	899	2595	4491	2554	899	2595	4491	2554	899	2595	4491	2554	899	2595	4491	2554	899	2595	4491	2554	899	2595	4491	2554	899	2595	4491	2554	899	2595	4491	2554	899	2595	4491	2554	899	2595	4491	2554	899	2595	4491	2554	899	2595	4491	2554	899	2595	4491	2554	899	2595	4491	2554	899	2595	4491	2554	899	2595	4491	2554	899	2595	4491	2554	899	2595	4491	2554	899	2595	4491	2554	899
FxPL_18	2755	4379	2694	711	2755	4379	2694	711	2755	4379	2694	711	2755	4379	2694	711	2755	4379	2694	711	2755	4379	2694	711	2755	4379	2694	711	2755	4379	2694	711	2755	4379	2694	711	2755	4379	2694	711	2755	4379	2694	711	2755	4379	2694	711	2755	4379	2694	711	2755	4379	2694	711	2755	4379	2694	711	2755	4379	2694	711	2755	4379	2694	711	2755	4379	2694	711	2755	4379	2694	711	2755	4379	2694	711	2755	4379	2694	711	2755	4379	2694	711	2755	4379	2694	711	2755	4379	2694	711	2755	4379	2694	711
FxPL_19	2580	4367	2585	1007	2580	4367	2585	1007	2580	4367	2585	1007	2580	4367	2585	1007	2580	4367	2585	1007	2580	4367	2585	1007	2580	4367	2585	1007	2580	4367	2585	1007	2580	4367	2585	1007	2580	4367	2585	1007	2580	4367	2585	1007	2580	4367	2585	1007	2580	4367	2585	1007	2580	4367	2585	1007	2580	4367	2585	1007	2580	4367	2585	1007	2580	4367	2585	1007	2580	4367	2585	1007	2580	4367	2585	1007	2580	4367	2585	1007	2580	4367	2585	1007	2580	4367	2585	1007	2580	4367	2585	1007	2580	4367	2585	1007	2580	4367	2585	1007
FxPL_2	2691	4352	2638	858	2691	4352	2638	858	2691	4352	2638	858	2691	4352	2638	858	2691	4352	2638	858	2691	4352	2638	858	2691	4352	2638	858	2691	4352	2638	858	2691	4352	2638	858	2691	4352	2638	858	2691	4352	2638	858	2691	4352	2638	858	2691	4352	2638	858	2691	4352	2638	858	2691	4352	2638	858	2691	4352	2638	858	2691	4352	2638	858	2691	4352	2638	858	2691	4352	2638	858	2691	4352	2638	858	2691	4352	2638	858	2691	4352	2638	858	2691	4352	2638	858	2691	4352	2638	858	2691	4352	2638	858
FxPL_20	2707	4141	2623	1068	2707	4141	2623	1068	2707	4141	2623	1068	2707	4141	2623	1068	2707	4141	2623	1068	2707	4141	2623	1068	2707	4141	2623	1068	2707	4141	2623	1068	2707	4141	2623	1068	2707	4141	2623	1068	2707	4141	2623	1068	2707	4141	2623	1068	2707	4141	2623	1068	2707	4141	2623	1068	2707	4141	2623	1068	2707	4141	2623	1068	2707	4141	2623	1068	2707	4141	2623	1068	2707	4141	2623	1068	2707	4141	2623	1068	2707	4141	2623	1068	2707	4141	2623	1068	2707	4141	2623	1068	2707	4141	2623	1068	2707	4141	2623	1068
FxPL_21	2586	4406	2483	1064	2586	4406	2483	1064	2586	4406	2483	1064	2586	4406	2483	1064	2586	4406	2483	1064	2586	4406	2483	1064	2586	4406	2483	1064	2586	4406	2483	1064	2586	4406	2483	1064	2586	4406	2483	1064	2586	4406	2483	1064	2586	4406	2483	1064	2586	4406	2483	1064	2586	4406	2483	1064	2586	4406	2483	1064	2586	4406	2483	1064	2586	4406	2483	1064	2586	4406	2483	1064	2586	4406	2483	1064	2586	4406	2483	1064	2586	4406	2483	1064	2586	4406	2483	1064	2586	4406	2483	1064	2586	4406	2483	1064	2586	4406	2483	1064
FxPL_22	2594	4475	2513	957	2594	4475	2513	957	2594	4475	2513	957	2594	4475	2513	957	2594	4475	2513	957	2594	4475	2513	957	2594	4475	2513	957	2594	4475	2513	957	2594	4475	2513	957	2594	4475	2513	957	2594	4475	2513	957	2594	4475	2513	957	2594	4475	2513	957	2594	4475	2513	957	2594	4475	2513	957	2594	4475	2513	957	2594	4475	2513	957	2594	4475	2513	957	2594	4475	2513	957	2594	4475	2513	957	2594	4475	2513	957	2594	4475	2513	957	2594	4475	2513	957	2594	4475	2513	957	2594	4475	2513	957
FxPL_23	2723	4377	2649	790	2723	4377	2649	790	2723	4377	2649	790	2723	4377	2649	790	2723	4377	2649	790	2723	4377	2649	790	2723	4377	2649	790	2723	4377	2649	790	2723	4377	2649	790	2723	4377	2649	790	2723	4377	2649	790	2723	4377	2649	790	2723	4377	2649	790	2723	4377	2649	790	2723	4377	2649	790	2723	4377	2649	790	2723	4377	2649	790	2723	4377	2649	790	2723	4377	2649	790	2723	4377	2649	790	2723	4377	2649	790	2723	4377	2649	790	2723	4377	2649	790	2723	4377	2649	790	2723	4377	2649	790
FxPL_24	2723	4376	2651	789	2723	4376	2651	789	2723	4376	2651	789	2723	4376	2651	789	2723	4376	2651	789	2723	4376	2651	789	2723	4376	2651	789	2723	4376	2651	789	2723	4376	2651	789	2723	4376	2651	789	2723	4376	2651	789	2723	4376	2651	789	2723	4376	2651	789	2723	4376	2651	789	2723	4376	2651	789	2723	4376	2651	789	2723	4376	2651	789	2723	4376	2651	789	2723	4376	2651	789	2723	4376	2651	789	2723	4376	2651	789	2723	4376	2651	789	2723	4376	2651	789	2723	4376	2651	789	2723	4376	2651	789
FxPL_25	2698	4256	2668	917	2698	4256	2668	917	2698	4256	2668	917	2698	4256	2668	917	2698	4256	2668	917	2698	4256	2668	917	2698	4256	2668	917	2698	4256	2668	917	2698	4256	2668	917	2698	4256	2668	917	2698	4256	2668	917	2698	4256	2668	917	2698	4256	2668	917	2698	4256	2668	917	2698	4256	2668	917	2698	4256	2668	917	2698	4256	2668	917	2698	4256	2668	917	2698	4256	2668	917	2698	4256	2668	917	2698	4256	2668	917	2698	4256	2668	917	2698	4256	2668	917	2698	4256	2668	917	2698	4256	2668	917
FxPL_27	2723	4219	2541	1056	2723	4219	2541	1056	2723	4219	2541	1056	2723	4219	2541	1056	2723	4219	2541	1056	2723	4219	2541	1056	2723	4219	2541	1056	2723	4219	2541	1056	2723	4219	2541	1056	2723	4219	2541	1056	2723	4219	2541	1056	2723	4219	2541	1056	2723	4219	2541	1056	2723	4219	2541	1056	2723	4219	2541	1056	2723	4219	2541	1056	2723	4219	2541	1056	2723	4219	2541	1056	2723	4219	2541	1056	2723	4219	2541	1056	2723	4219	2541	1056	2723	4219	2541	1056	2723	4219	2541	1056	2723	4219	2541	1056	2723	4219	2541	1056
FxPL_29	2612	4189	2544	1194	2612	4189	2544	1194	2612	4189	2544	1194	2612	4189	2544	1194	2612	4189	2544	1194	2612	4189	2544	1194	2612	4189	2544	1194	2612	4189	2544	1194	2612	4189	2544	1194	2612	4189	2544	1194	2612	4189	2544	1194	2612	4189	2544	1194	2612	4189	2544	1194	2612	4189	2544	1194	2612	4189	2544	1194	2612	4189	2544	1194	2612	4189	2544	1194	2612	4189	2544	1194	2612	4189	2544	1194	2612	4189	2544	1194	2612	4189	2544	1194	2612	4189	2544	1194	2612	4189	2544	1194	2612	4189	2544	1194	2612	4189	2544	1194
FxPL_3	2734	4220	2656	929	2734	4220	2656	929	2734	4220	2656	929	2734	4220	2656	929	2734	4220	2656	929	2734	4220	2656	929	2734	4220	2656	929	2734	4220	2656	929	2734	4220	2656	929	2734	4220	2656	929	2734	4220	2656	929	2734	4220	2656	929	2734	4220	2656	929	2734	4220	2656	929	2734	4220	2656	929	2734	4220	2656	929	2734	4220	2656	929	2734	4220	2656	929	2734	4220	2656	929	2734	4220	2656	929	2734	4220	2656	929	2734	4220	2656	929	2734	4220	2656	929	2734	4220	2656	929	2734	4220	2656	929
FxPL_30	2681	4448	2592	818	2681	4448	2592	818	2681	4448	2592	818	2681	4448	2592	818	2681	4448	2592	818	2681	4448	2592	818	2681	4448	2592	818	2681	4448	2592	818	2681	4448	2592	818	2681	4448	2592	818	2681	4448	2592	818	2681	4448	2592	818	2681	4448	2592	818	2681	4448	2592	818	2681	4448	2592	818	2681	4448	2592	818	2681	4448	2592	818	2681	4448	2592	818	2681	4448	2592	818	2681	4448	2592	818	2681	4448	2592	818	2681	4448	2592	818	2681	4448	2592	818	2681	4448	2592	818	2681	4448	2592	818
FxPL_31	2598	4487	2514	940	2598	4487	2514	940	2598	4487	2514	940	2598	4487	2514	940	2598	4487	2514	940	2598	4487	2514	940	2598	4487	2514	940	2598	4487	2514	940	2598	4487	2514	940	2598	4487	2514	940	2598	4487	2514	940	2598	4487	2514	940	2598	4487	2514	940	2598	4487	2514	940	2598	4487	2514	940	2598	4487	2514	940	2598	4487	2514	940	2598	4487	2514	940	2598	4487	2514	940	2598	4487	2514	940	2598	4487	2514	940	2598	4487	2514	940	2598	4487	2514	940	2598	4487	2514	940	2598	4487	2514	940
FxPL_32	2637	4410	2529	963	2637	4410	2529	963	2637	4410	2529	963	2637	4410	2529	963	2637	4410	2529	963	2637	4410	2529	963	2637	4410	2529	963	2637	4410	2529	963	2637	4410	2529	963	2637	4410	2529	963	2637	4410	2529	963	2637	4410	2529	963	2637	4410	2529	963	2637	4410	2529	963	2637	4410	2529	963	2637	4410	2529	963	2637	4410	2529	963	2637	4410	2529	963	2637	4410	2529	963	2637	4410	2529	963	2637	4410	2529	963	2637	4410	2529	963	2637	4410	2529	963	2637	4410	2529	963	2637	4410	2529	963
FxPL_33	2748	4311	2594	886	2748	4311	2594	886	2748	4311	2594	886	2748	4311	2594	886	2748	4311	2594	886	2748	4311	2594	886	2748	4311	2594	886	2748	4311	2594	886	2748	4311	2594	886	2748	4311	2594	886	2748	4311	2594	886	2748	4311	2594	886	2748	4311	2594	886	2748	4311	2594	886	2748	4311	2594	886	2748	4311	2594	886	2748	4311	2594	886	2748	4311	2594	886	2748	4311	2594	886	2748	4311	2594	886	2748	4311	2594	886	2748	4311	2594	886	2748	4311	2594	886	2748	4311	2594	886	2748	4311	2594	886
FxPL_34	2592	4453	2536	958	2592	4453	2536	958	2592	4453	2536	958	2592	4453	2536	958	2592	4453	2536	958	2592	4453	2536	958	2592	4453	2536	958	2592	4453	2536	958	2592	4453	2536	958	2592	4453	2536	958	2592	4453	2536	958	2592	4453	2536	958	2592	4453	2536	958	2592	4453	2536	958	2592	4453	2536	958	2592	4453	2536	958	2592	4453	2536	958	2592	4453	2536	958	2592	4453	2536	958	2592	4453	2536	958	2592	4453	2536	958	2592	4453	2536	958	2592	4453	2536	958	2592	4453	2536	958	2592	4453	2536	958
FxPL_35	2673	4505	2522	839	2673	4505	2522	839	2673	4505	2522	839	2673	4505	2522	839	2673	4505	2522	839	2673	4505	2522	839	2673	4505	2522	839	2673	4505	2522	839	2673	4505	2522	839	2673	4505	2522	839	2673	4505	2522	839	2673	4505	2522	839	2673	4505	2522	839	2673	4505	2522	839	2673	4505	2522	839	2673	4505	2522	839	2673	4505	2522	839	2673	4505	2522	839	2673	4505	2522	839	2673	4505	2522	839	2673	4505	2522	839	2673	4505	2522	839	2673	4505	2522	839	2673	4505	2522	839	2673	4505	2522	839
FxPL_37	2795	4209	2724	811	2795	4209	2724	811	2795	4209	2724	811	2795	4209	2724	811	2795	4209	2724	811	2795	4209	2724	811	2795	4209	2724	811	2795	4209	2724	811	2795	4209	2724	811	2795	4209	2724	811	2795	4209	2724	811	2795	4209	2724	811	2795	4209	2724	811	2795	4209	2724	811	2795	4209	2724	811	2795	4209	2724	811	2795	4209	2724	811	2795	4209	2724	811	2795	4209	2724	811	2795	4209	2724	811	2795	4209	2724	811	2795	4209	2724	811	2795	4209	2724	811	2795	4209	2724	811	2795	4209	2724	811
FxPL_39	2632	4592	2541	774	2632	4592	2541	774	2632	4592	2541	774	2632	4592	2541	774	2632	4592	2541	774	2632	4592	2541	774	2632	4592	2541	774	2632	4592	2541	774	2632	4592	2541	774	2632	4592	2541	774	2632	4592	2541	774	2632	4592	2541	774	2632	4592	2541	774	2632	4592	2541	774	2632	4592	2541	774	2632	4592	2541	774	2632	4592	2541	774	2632	4592	2541	774	2632	4592	2541	774	2632	4592	2541	774	2632	4592	2541	774	2632	4592	2541	774	2632	4592	2541	774	2632	4592	2541	774	2632	4592	2541	774
FxPL_4	2484	4510	2433	1112	2484	4510	2433	1112	2484	4510	2433	1112	2484	4510	2433	1112	2484	4510	2433	1112	2484	4510	2433	1112	2484	4510	2433	1112	2484	4510	2433	1112	2484	4510	2433	1112	2484	4510	2433	1112	2484	4510	2433	1112	2484	4510	2433	1112	2484	4510	2433	1112	2484	4510	2433	1112	2484	4510	2433	1112	2484	4510	2433	1112	2484	4510	2433	1112	2484	4510	2433	1112	2484	4510	2433	1112	2484	4510	2433	1112	2484	4510	2433	1112	2484	4510	2433	1112	2484	4510	2433	1112	2484	4510	2433	1112	2484	4510	2433	1112
FxPL_40	2903	4000	2762	874	2903	4000	2762	874	2903	4000	2762	874	2903	4000	2762	874	2903	4000	2762	874	2903	4000	2762	874	2903	4000	2762	874	2903	4000	2762	874	2903	4000	2762	874	2903	4000	2762	874	2903	4000	2762	874	2903	4000	2762	874	2903	4000	2762	874	2903	4000	2762	874	2903	4000	2762	874	2903	4000	2762	874	2903	4000	2762	874	2903	4000	2762	874	2903	4000	2762	874	2903	4000	2762	874	2903	4000	2762	874	2903	4000	2762	874	2903	4000	2762	874	2903	4000	2762	874	2903	4000	2762	874
FxPL_41	2713	4399	2574	853	2713	4399	2574	853	2713	4399	2574	853	2713	4399	2574	853	2713	4399	2574	853	2713	4399	2574	853	2713	4399	2574	853	2713	4399	2574	853	2713	4399	2574	853	2713	4399	2574	853	2713	4399	2574	853	2713	4399	2574	853	2713	4399	2574	853	2713	4399	2574	853	2713	4399	2574	853	2713	4399	2574	853	2713	4399	2574	853	2713	4399	2574	853	2713	4399	2574	853	2713	4399	2574	853	2713	4399	2574	853	2713	4399	2574	853	2713	4399	2574	853	2713	4399	2574	853	2713	4399	2574	853
FxPL_42	2625	4097	2530	1287	2625	4097	2530	1287	2625	4097	2530	1287	2625	4097	2530	1287	2625	4097	2530	1287	2625	4097	2530	1287	2625	4097	2530	1287	2625	4097	2530	1287	2625	4097	2530	1287	2625	4097	2530	1287	2625	4097	2530	1287	2625	4097	2530	1287	2625	4097	2530	1287	2625	4097	2530	1287	2625	4097	2530	1287	2625	4097	2530	1287	2625	4097	2530	1287	2625	4097	2530	1287	2625	4097	2530	1287	2625	4097	2530	1287	2625	4097	2530	1287	2625	4097	2530	1287	2625	4097	2530	1287	2625	4097	2530	1287	2625	4097	2530	1287
FxPL_43	2617	4529	2487	906	2617	4529	2487	906	2617	4529	2487	906	2617	4529	2487	906	2617	4529	2487	906	2617	4529	2487	906	2617	4529	2487	906	2617	4529	2487	906	2617	4529	2487	906	2617	4529	2487	906	2617	4529	2487	906	2617	4529	2487	906	2617	4529	2487	906	2617	4529	2487	906	2617	4529	2487	906	2617	4529	2487	906	2617	4529	2487	906	2617	4529	2487	906	2617	4529	2487	906	2617	4529	2487	906	2617	4529	2487	906	2617	4529	2487	906	2617	4529	2487	906	2617	4529	2487	906	2617	4529	2487	906
FxPL_44	2696	4375	2612	856	2696	4375	2612	856	2696	4375	2612	856	2696	4375	2612	856	2696	4375	2612	856	2696	4375	2612	856	2696	4375	2612	856	2696	4375	2612	856	2696	4375	2612	856	2696	4375	2612	856	2696	4375	2612	856	2696	4375	2612	856	2696	4375	2612	856	2696	4375	2612	856	2696	4375	2612	856	2696	4375	2612	856	2696	4375	2612	856	2696	4375	2612	856	2696	4375	2612	856	2696	4375	2612	856	2696	4375	2612	856	2696	4375	2612	856	2696	4375	2612	856	2696	4375	2612	856	2696	4375	2612	856
FxPL_45	2698	4202	2622	1017	2698	4202	2622	1017	2698	4202	2622	1017	2698	4202	2622	1017	2698	4202	2622	1017	2698	4202	2622	1017	2698	4202	2622	1017	2698	4202	2622	1017	2698	4202	2622	1017	2698	4202	2622	1017	2698	4202	2622	1017	2698	4202	2622	1017	2698	4202	2622	1017	2698	4202	2622	1017	2698	4202	2622	1017	2698	4202	2622	1017	2698	4202	2622	1017	2698	4202	2622	1017	2698	4202	2622	1017	2698	4202	2622	1017	2698	4202	2622	1017	2698	4202	2622	1017	2698	4202	2622	1017	2698	4202	2622	1017	2698	4202	2622	1017
